class,rank,count,pct,u8_p0,u8_p1,u8_p2,u8_p3,ref64,hex
SHOULDER,73,79969,0.0761,88,88,88,88,,b1b0b03eb1b0b03eb1b0b03eb1b0b03e
SHOULDER,74,78909,0.0751,2,2,3,3,,8180003c8180003cc1c0403cc1c0403c
SHOULDER,75,78654,0.0748,45,45,45,45,*,b5b4343eb5b4343eb5b4343eb5b4343e
SHOULDER,76,78646,0.0748,3,3,2,2,,c1c0403cc1c0403c8180003c8180003c
SHOULDER,77,75519,0.0719,89,89,89,89,,b3b2b23eb3b2b23eb3b2b23eb3b2b23e
SHOULDER,78,74147,0.0705,2,2,2,3,,8180003c8180003c8180003cc1c0403c
SHOULDER,79,73022,0.0695,3,2,2,2,,c1c0403c8180003c8180003c8180003c
SHOULDER,80,72226,0.0687,44,44,44,44,*,b1b0303eb1b0303eb1b0303eb1b0303e
SHOULDER,81,70153,0.0667,43,43,43,43,*,adac2c3eadac2c3eadac2c3eadac2c3e
SHOULDER,82,68320,0.0650,9,9,9,10,,9190103d9190103d9190103da1a0203d
SHOULDER,83,68108,0.0648,90,90,90,90,,b5b4b43eb5b4b43eb5b4b43eb5b4b43e
SHOULDER,84,68058,0.0648,10,9,9,9,,a1a0203d9190103d9190103d9190103d
SHOULDER,85,67811,0.0645,17,17,17,17,,8988883d8988883d8988883d8988883d
SHOULDER,86,67141,0.0639,8,9,9,9,,8180003d9190103d9190103d9190103d
SHOULDER,87,66927,0.0637,9,9,9,8,,9190103d9190103d9190103d8180003d
SHOULDER,88,66414,0.0632,8,8,8,9,,8180003d8180003d8180003d9190103d
SHOULDER,89,66167,0.0630,9,8,8,8,,9190103d8180003d8180003d8180003d
SHOULDER,90,64463,0.0613,3,3,4,4,,c1c0403cc1c0403c8180803c8180803c
SHOULDER,91,62868,0.0598,91,91,91,91,,b7b6b63eb7b6b63eb7b6b63eb7b6b63e
SHOULDER,92,62672,0.0596,4,4,3,3,,8180803c8180803cc1c0403cc1c0403c
SHOULDER,93,61753,0.0588,9,10,10,10,,9190103da1a0203da1a0203da1a0203d
SHOULDER,94,61698,0.0587,10,10,10,9,,a1a0203da1a0203da1a0203d9190103d
SHOULDER,95,61140,0.0582,8,8,9,9,,8180003d8180003d9190103d9190103d
SHOULDER,96,60383,0.0574,9,9,8,8,,9190103d9190103d8180003d8180003d
SHOULDER,97,60359,0.0574,18,18,18,18,,9190903d9190903d9190903d9190903d
SHOULDER,98,59403,0.0565,1,2,2,2,,8180803b8180003c8180003c8180003c
SHOULDER,99,58252,0.0554,59,59,60,60,,edec6c3eedec6c3ef1f0703ef1f0703e
SHOULDER,100,58125,0.0553,2,2,2,1,,8180003c8180003c8180003c8180803b
WRIST,1,5480437,4.4801,0,0,0,0,*,00000000000000000000000000000000
WRIST,2,2693328,2.2017,4,4,4,4,*,8180803c8180803c8180803c8180803c
WRIST,3,2323165,1.8991,1,1,1,1,*,8180803b8180803b8180803b8180803b
WRIST,4,1619263,1.3237,3,3,3,3,*,c1c0403cc1c0403cc1c0403cc1c0403c
WRIST,5,997508,0.8154,5,5,5,5,*,a1a0a03ca1a0a03ca1a0a03ca1a0a03c
WRIST,6,991009,0.8101,2,2,2,2,*,8180003c8180003c8180003c8180003c
WRIST,7,968832,0.7920,38,38,38,38,*,9998183e9998183e9998183e9998183e
WRIST,8,820882,0.6710,29,29,29,29,*,e9e8e83de9e8e83de9e8e83de9e8e83d
WRIST,9,714345,0.5840,30,30,30,30,*,f1f0f03df1f0f03df1f0f03df1f0f03d
WRIST,10,709151,0.5797,32,32,32,32,*,8180003e8180003e8180003e8180003e
WRIST,11,650772,0.5320,28,28,28,28,*,e1e0e03de1e0e03de1e0e03de1e0e03d
WRIST,12,637589,0.5212,33,33,33,33,*,8584043e8584043e8584043e8584043e
WRIST,13,619376,0.5063,31,31,31,31,*,f9f8f83df9f8f83df9f8f83df9f8f83d
WRIST,14,595229,0.4866,35,35,35,35,*,8d8c0c3e8d8c0c3e8d8c0c3e8d8c0c3e
WRIST,15,587459,0.4802,34,34,34,34,*,8988083e8988083e8988083e8988083e
WRIST,16,542067,0.4431,27,27,27,27,*,d9d8d83dd9d8d83dd9d8d83dd9d8d83d
WRIST,17,449782,0.3677,36,36,36,36,*,9190103e9190103e9190103e9190103e
WRIST,18,406318,0.3322,26,26,26,26,*,d1d0d03dd1d0d03dd1d0d03dd1d0d03d
WRIST,19,382413,0.3126,11,11,11,11,*,b1b0303db1b0303db1b0303db1b0303d
WRIST,20,361529,0.2955,10,10,10,10,*,a1a0203da1a0203da1a0203da1a0203d
WRIST,21,321658,0.2629,37,37,37,37,*,9594143e9594143e9594143e9594143e
WRIST,22,307202,0.2511,25,25,25,25,*,c9c8c83dc9c8c83dc9c8c83dc9c8c83d
WRIST,23,267577,0.2187,39,39,39,39,*,9d9c1c3e9d9c1c3e9d9c1c3e9d9c1c3e
WRIST,24,264370,0.2161,24,24,24,24,*,c1c0c03dc1c0c03dc1c0c03dc1c0c03d
WRIST,25,264164,0.2159,6,6,6,6,*,c1c0c03cc1c0c03cc1c0c03cc1c0c03c
WRIST,26,251449,0.2056,57,57,57,57,*,e5e4643ee5e4643ee5e4643ee5e4643e
WRIST,27,250488,0.2048,9,9,9,9,*,9190103d9190103d9190103d9190103d
WRIST,28,240464,0.1966,3,4,4,4,,c1c0403c8180803c8180803c8180803c
WRIST,29,238434,0.1949,4,4,4,3,,8180803c8180803c8180803cc1c0403c
WRIST,30,220848,0.1805,56,56,56,56,*,e1e0603ee1e0603ee1e0603ee1e0603e
WRIST,31,213830,0.1748,7,7,7,7,*,e1e0e03ce1e0e03ce1e0e03ce1e0e03c
WRIST,32,205104,0.1677,3,3,3,4,,c1c0403cc1c0403cc1c0403c8180803c
WRIST,33,203985,0.1668,23,23,23,23,*,b9b8b83db9b8b83db9b8b83db9b8b83d
WRIST,34,202605,0.1656,4,3,3,3,,8180803cc1c0403cc1c0403cc1c0403c
WRIST,35,189079,0.1546,55,55,55,55,*,dddc5c3edddc5c3edddc5c3edddc5c3e
WRIST,36,188355,0.1540,22,22,22,22,*,b1b0b03db1b0b03db1b0b03db1b0b03d
WRIST,37,186478,0.1524,58,58,58,58,*,e9e8683ee9e8683ee9e8683ee9e8683e
WRIST,38,181071,0.1480,12,12,12,12,*,c1c0403dc1c0403dc1c0403dc1c0403d
WRIST,39,180244,0.1473,8,8,8,8,*,8180003d8180003d8180003d8180003d
WRIST,40,178537,0.1459,4,3,4,4,,8180803cc1c0403c8180803c8180803c
WRIST,41,178213,0.1457,4,4,3,4,,8180803c8180803cc1c0403c8180803c
WRIST,42,177282,0.1449,4,4,4,5,,8180803c8180803c8180803ca1a0a03c
WRIST,43,175261,0.1433,5,4,4,4,,a1a0a03c8180803c8180803c8180803c
WRIST,44,174471,0.1426,21,21,21,21,*,a9a8a83da9a8a83da9a8a83da9a8a83d
WRIST,45,159200,0.1301,54,54,54,54,*,d9d8583ed9d8583ed9d8583ed9d8583e
WRIST,46,158140,0.1293,3,3,4,4,,c1c0403cc1c0403c8180803c8180803c
WRIST,47,156757,0.1281,4,4,3,3,,8180803c8180803cc1c0403cc1c0403c
WRIST,48,150193,0.1228,3,3,4,3,,c1c0403cc1c0403c8180803cc1c0403c
WRIST,49,148786,0.1216,3,4,3,3,,c1c0403c8180803cc1c0403cc1c0403c
WRIST,50,148490,0.1214,20,20,20,20,*,a1a0a03da1a0a03da1a0a03da1a0a03d
WRIST,51,141348,0.1155,40,40,40,40,*,a1a0203ea1a0203ea1a0203ea1a0203e
WRIST,52,141073,0.1153,53,53,53,53,*,d5d4543ed5d4543ed5d4543ed5d4543e
WRIST,53,139156,0.1138,59,59,59,59,*,edec6c3eedec6c3eedec6c3eedec6c3e
WRIST,54,136667,0.1117,0,1,1,1,,000000008180803b8180803b8180803b
WRIST,55,136265,0.1114,1,1,1,0,,8180803b8180803b8180803b00000000
WRIST,56,131380,0.1074,4,5,5,5,,8180803ca1a0a03ca1a0a03ca1a0a03c
WRIST,57,130368,0.1066,52,52,52,52,*,d1d0503ed1d0503ed1d0503ed1d0503e
WRIST,58,129953,0.1062,5,5,5,4,,a1a0a03ca1a0a03ca1a0a03c8180803c
WRIST,59,129825,0.1061,4,4,5,4,,8180803c8180803ca1a0a03c8180803c
WRIST,60,129351,0.1057,19,19,19,19,*,9998983d9998983d9998983d9998983d
WRIST,61,128852,0.1053,4,5,4,4,,8180803ca1a0a03c8180803c8180803c
WRIST,62,126332,0.1033,60,60,60,60,*,f1f0703ef1f0703ef1f0703ef1f0703e
WRIST,63,118296,0.0967,51,51,51,51,*,cdcc4c3ecdcc4c3ecdcc4c3ecdcc4c3e
WRIST,64,116540,0.0953,50,50,50,50,*,c9c8483ec9c8483ec9c8483ec9c8483e
WRIST,65,114839,0.0939,49,49,49,49,*,c5c4443ec5c4443ec5c4443ec5c4443e
WRIST,66,114059,0.0932,13,13,13,13,*,d1d0503dd1d0503dd1d0503dd1d0503d
WRIST,67,112185,0.0917,18,18,18,18,,9190903d9190903d9190903d9190903d
WRIST,68,111799,0.0914,61,61,61,61,*,f5f4743ef5f4743ef5f4743ef5f4743e
WRIST,69,110172,0.0901,15,15,15,15,,f1f0703df1f0703df1f0703df1f0703d
WRIST,70,109693,0.0897,42,42,42,42,*,a9a8283ea9a8283ea9a8283ea9a8283e
WRIST,71,109195,0.0893,17,17,17,17,,8988883d8988883d8988883d8988883d
WRIST,72,108789,0.0889,217,217,217,217,,dad9593fdad9593fdad9593fdad9593f
WRIST,73,107898,0.0882,47,47,47,47,*,bdbc3c3ebdbc3c3ebdbc3c3ebdbc3c3e
WRIST,74,107259,0.0877,4,4,5,5,,8180803c8180803ca1a0a03ca1a0a03c
WRIST,75,107238,0.0877,48,48,48,48,*,c1c0403ec1c0403ec1c0403ec1c0403e
WRIST,76,106917,0.0874,46,46,46,46,*,b9b8383eb9b8383eb9b8383eb9b8383e
WRIST,77,106822,0.0873,14,14,14,14,,e1e0603de1e0603de1e0603de1e0603d
WRIST,78,106171,0.0868,44,44,44,44,*,b1b0303eb1b0303eb1b0303eb1b0303e
WRIST,79,106012,0.0867,5,5,4,4,,a1a0a03ca1a0a03c8180803c8180803c
WRIST,80,105843,0.0865,62,62,62,62,*,f9f8783ef9f8783ef9f8783ef9f8783e
WRIST,81,104342,0.0853,41,41,41,41,*,a5a4243ea5a4243ea5a4243ea5a4243e
WRIST,82,104266,0.0852,16,16,16,16,*,8180803d8180803d8180803d8180803d
WRIST,83,102758,0.0840,3,4,4,3,,c1c0403c8180803c8180803cc1c0403c
WRIST,84,101998,0.0834,43,43,43,43,*,adac2c3eadac2c3eadac2c3eadac2c3e
WRIST,85,101979,0.0834,4,3,3,4,,8180803cc1c0403cc1c0403c8180803c
WRIST,86,101807,0.0832,28,29,29,29,,e1e0e03de9e8e83de9e8e83de9e8e83d
WRIST,87,101357,0.0829,29,29,29,28,,e9e8e83de9e8e83de9e8e83de1e0e03d
WRIST,88,97724,0.0799,63,63,63,63,*,fdfc7c3efdfc7c3efdfc7c3efdfc7c3e
WRIST,89,96698,0.0790,29,30,30,30,,e9e8e83df1f0f03df1f0f03df1f0f03d
WRIST,90,96578,0.0789,30,30,30,29,,f1f0f03df1f0f03df1f0f03de9e8e83d
WRIST,91,95519,0.0781,45,45,45,45,*,b5b4343eb5b4343eb5b4343eb5b4343e
WRIST,92,94746,0.0775,5,5,4,5,,a1a0a03ca1a0a03c8180803ca1a0a03c
WRIST,93,94525,0.0773,5,4,5,5,,a1a0a03c8180803ca1a0a03ca1a0a03c
WRIST,94,90315,0.0738,64,64,64,64,*,8180803e8180803e8180803e8180803e
WRIST,95,90060,0.0736,29,29,29,30,,e9e8e83de9e8e83de9e8e83df1f0f03d
WRIST,96,89330,0.0730,30,29,29,29,,f1f0f03de9e8e83de9e8e83de9e8e83d
WRIST,97,89054,0.0728,1,1,0,1,,8180803b8180803b000000008180803b
WRIST,98,88299,0.0722,1,0,1,1,,8180803b000000008180803b8180803b
WRIST,99,86704,0.0709,31,31,31,30,,f9f8f83df9f8f83df9f8f83df1f0f03d
WRIST,100,84598,0.0692,30,31,31,31,,f1f0f03df9f8f83df9f8f83df9f8f83d
